id;question;answer;source_doc;source_loc;tags;difficulty
30;TÜBÝTAK Bilim Ödülü alan bir araþtýrmacý için uygulanacak faaliyet oraný ve puanlama türü nasýldýr?;"TÜBÝTAK Bilim Ödülü alan öðretim elemanlarý için faaliyet oraný %100 olarak belirlenmiþtir ve bu ödül en yüksek puan dilimi olan 20 puan üzerinden deðerlendirilir; hesaplama tablosunda bu tür prestijli ödüller için herhangi bir katsayý çarpaný uygulanmadan doðrudan tam puan verilir; ancak ödülün 2025 yýlý içerisinde verilmiþ olmasý þarttýr; ayný çalýþma veya eser nedeniyle birden fazla ödül alýnmýþsa sadece bir tanesi için puanlama yapýlýr; ödülün baþvuru sahibinin alaný ile ilgili olmasý ve yetkili mercilerce onaylanmýþ belgesinin sunulmasý zorunludur.";[Yönetmelik] | [Baþvuru Rehberi];Tablo 4 / Ödül Koþullarý;tübitak|bilim ödülü|puanlama|oran;hard
31;Editör kurulu üyeliklerinin akademik teþvik puanlamasýndaki güncel durumu nedir?;"Akademik teþvik yönetmeliðinde yapýlan deðiþiklikler uyarýnca editör kurulu üyelikleri teþvik kapsamýndan tamamen çýkartýlmýþtýr; araþtýrmacýlarýn dergilerdeki yayýn kurulu veya editör kurulu üyelikleri için puan talep etmeleri mümkün deðildir; dergi editörlüðü kategorisinde sadece 'baþ editör' veya tek editör olan öðretim elemanlarý teþvik kapsamýnda deðerlendirilir; çok editörlü dergilerde baþ editör dýþýndaki yardýmcý editörler veya kurul üyeleri puan alamazlar; bu kural hem ulusal hem de uluslararasý tüm hakemli dergiler için geçerlidir; baþvurularda bu hususa dikkat edilmesi ve yanlýþ beyanda bulunulmamasý gerekmektedir.";[Baþvuru Rehberi] | [Yönetmelik];Madde 17 / Bölüm 25;editör kurulu|kapsam dýþý|baþ editör|yayýn;med
32;Uluslararasý bir tebliðin puanlanabilmesi için sunulan bildirilerin Türkiye dýþý katýlýmcý oraný ne olmalýdýr?;"Bir etkinliðin uluslararasý nitelik taþýmasý için tebliðlerin yarýdan fazlasýnýn (yüzde ellisinden fazlasýnýn) Türkiye dýþýndan gelen katýlýmcýlar tarafýndan sunulmuþ olmasý zorunludur; katýlýmcýlarýn en az beþ farklý ülkeden gelmesi þartý ile birlikte bu oran kriteri de eþ zamanlý olarak saðlanmalýdýr; eðer sunulan bildirilerin yarýsýndan fazlasý Türkiye'den katýlan araþtýrmacýlara ait ise etkinlik uluslararasý kapsamda deðerlendirilmez; bu durum hem yüz yüze hem de çevrimiçi katýlým saðlanan etkinlikler için geçerlidir; etkinlik programý ve katýlýmcý listesi bu oraný doðrulamak amacýyla kanýt olarak sunulmalýdýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(9) / Madde 41;teblið|uluslararasý|katýlýmcý oraný|oran;hard
33;Patent faaliyetlerinde 'incelemesiz patent' türünün akademik teþvikteki geçerliliði nedir?;"Ulusal mevzuat kapsamýnda baþvurusu yapýlan ancak inceleme raporu sonucunda deðil de 'incelemesiz' olarak verilen patentler akademik teþvik kapsamý dýþýnda tutulmuþtur; yalnýzca Türk Patent ve Marka Kurumu tarafýndan inceleme raporu sonucunda verilen incelemeli patentler puanlamaya dahil edilir; uluslararasý patentlerde ise en az bir istemin patentlenebilirlik kriterlerini (yenilik, buluþ basamaðý, sanayiye uygulanabilirlik) saðladýðýnýn belgelenmesi gerekir; tescil edilmemiþ sadece baþvuru aþamasýndaki patentler de deðerlendirmeye alýnmaz; tescil belgesinin nüshasý baþvuru dosyasýnda yer almalýdýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(7) / Madde 34;patent|incelemesiz|ulusal patent|kapsam dýþý;med
34;Öðretim elemanlarýnýn baþvurularýný yaparken kanýtlayýcý belgeleri teslim etme yöntemi nasýl belirlenmiþtir?;"Öðretim elemanlarý akademik faaliyetlerine ait tüm kanýtlayýcý belgeleri elektronik ortamda FUATS sistemi (https://akademiktesvik.firat.edu.tr) üzerinden sunmak zorundadýr; birimlere fiziksel olarak dosya veya kanýt belgesi teslim edilmeyecektir; birimlere sadece YÖKSÝS ve FUATS sistemlerinden alýnan ýslak imzalý çýktýlar teslim edilmelidir; kanýtlarýn sisteme yüklenmesi sýrasýnda her faaliyet türü için belirlenen (kapak sayfasý, indeks belgesi, sonuç raporu vb.) belgelerin eksiksiz olduðundan emin olunmalýdýr; eksik belge sunulan faaliyetler komisyonlar tarafýndan reddedilir; dijital arþivleme süreci bu sistem üzerinden yürütülür.";[Takvim] | [Baþvuru Rehberi];02-11 Ocak 2026 / Madde 1;kanýt|belge|fuats|elektronik;easy
35;Projelerde 'r' katsayýsý hangi görev tanýmlarýna göre nasýl uygulanmaktadýr?;"Proje faaliyetlerinin puanlanmasýnda araþtýrmacýnýn projedeki rolüne göre (r) katsayýsý uygulanýr; projenin yürütücüsü olan öðretim elemaný için (r) katsayýsý tam deðer olan 1 olarak alýnýr; projede araþtýrmacý veya bursiyer olarak görev alan öðretim elemanlarý için bu katsayý 0,5 olarak uygulanmaktadýr; bu katsayý projenin türüne göre belirlenen (örneðin TÜBÝTAK 1001 için 80) temel puan ile çarpýlýr; sonuçta elde edilen rakam araþtýrmacýnýn o projedeki nihai puanýný oluþturur; bir projede birden fazla araþtýrmacý olmasý durumunda her biri için 0,5 katsayýsý ayrý ayrý dikkate alýnýr.";[Yönetmelik];Madde 8(5) / Tablo 2;r katsayýsý|proje|yürütücü|araþtýrmacý;med
36;Ayný çalýþma veya eser nedeniyle birden fazla ödül alýnmasý durumunda puanlama nasýl yapýlýr?;"Ayný çalýþma, yayýn veya sanatsal eser nedeniyle farklý kurum veya kuruluþlardan birden fazla ödül alýnmasý durumunda yalnýzca bir defa puanlama yapýlýr; araþtýrmacý bu ödüller arasýndan en yüksek puana sahip olaný tercih edebilir ancak mükerrer puanlama yapýlmasýna izin verilmez; ödülün 2025 yýlýna ait olmasý ve adayýn uzmanlýk alaný ile doðrudan ilgili olmasý þarttýr; jürili ve sürekli düzenlenen etkinliklerde alýnan dereceler de bu kurala tabidir; baþvuru sahibinin sunduðu belgeler arasýnda ödülün konusu ve tarihi açýkça belirtilmelidir; komisyonlar ödülün içeriðini ve mükerrerlik durumunu titizlikle inceler.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(10) / Madde 44;ödül|mükerrer puanlama|ayný eser|kýsýtlama;hard
37;Güzel Sanatlar (A4) temel alanýnda uluslararasý bir ses kaydý için belirlenen puanlama þartý nedir?;"Güzel Sanatlar alanýndaki öðretim elemanlarý için uluslararasý boyutta performansa dayalý yayýmlanmýþ kiþisel ses veya görüntü kayýtlarý 20 puan üzerinden deðerlendirilir; karma ses veya görüntü kayýtlarýnda ise puan deðeri 10 olarak belirlenmiþtir; karma kayýtlarda diðer faaliyetlerin aksine kiþi sayýsýna bakýlmaksýzýn tam puan verilir; bu kayýtlarýn mutlaka yayýmlanmýþ olmasý ve 2025 yýlýna ait olmasý þarttýr; müzik bölümleri için CD/DVD bandrolü kanýt olarak sunulmalýdýr; uluslararasý niteliðin belgelenmesi için yayýn organýnýn veya daðýtýmcý kuruluþun niteliðini gösteren dökümanlar sisteme yüklenmelidir.";[Yönetmelik];Tablo 4 / Madde 8(7);ses kaydý|görüntü kaydý|güzel sanatlar|karma kayýt;med
38;Yönetmelik kapsamýnda 'atýf' faaliyetinde self-citation (öz-atýf) neden kabul edilmemektedir?;"Akademik teþvik sisteminde atýf, öðretim elemanýnýn yazar olarak yer almadýðý yayýnlarda kendi eserlerine yapýlan atýflarý ifade eder; araþtýrmacýnýn kendi yayýnlarýna veya eserlerine yaptýðý atýflar (self-citation) bilimsel etki ölçümü amacýyla kýsýtlanmýþ ve kapsam dýþý býrakýlmýþtýr; sadece baþka araþtýrmacýlar tarafýndan yayýmlanmýþ çalýþmalardaki atýflar puanlanabilir; atýf yapan eserin de yönetmelikçe geçerli bir yayýn kategorisinde olmasý þarttýr; öz-atýf yapýldýðý tespit edilen baþvurularda ilgili atýf puanlarý komisyon tarafýndan iptal edilir; atýf listeleri hazýrlanýrken yazar isimlerinin kontrol edilmesi baþvuru sahibinin sorumluluðundadýr.";[Baþvuru Rehberi] | [Yönetmelik];Madde 7(8) / Madde 37;atýf|öz-atýf|kapsam dýþý|bilimsel etki;med
39;Akademik teþvik ödeneði baþvurusu reddedilen veya puaný deðiþtirilen adaylara yapýlacak bilgilendirme nasýl olmalýdýr?;"Birim veya Üst Komisyon tarafýndan hazýrlanan deðerlendirme raporlarýnda reddedilen veya puan deðerinde deðiþiklik yapýlan her bir faaliyet için mutlaka gerekçeli açýklama yapýlmasý zorunludur; komisyonlar nihai kararlarýný araþtýrmacýlara yazýlý olarak veya FUATS sistemi üzerinden elektronik ortamda duyurur; açýklamalar yönetmelik maddelerine ve rehberdeki kriterlere dayandýrýlmalýdýr; adaylar bu gerekçeleri inceleyerek itiraz sürecini baþlatma hakkýna sahiptir; gerekçesiz yapýlan puan deðiþiklikleri yönetmeliðe aykýrýlýk teþkil eder; þeffaflýk ilkesi gereði her iþlem kayýt altýna alýnýr.";[Yönetmelik];Madde 6(4) ve 6(5);gerekçe|bilgilendirme|ret|puan deðiþikliði;med
40;Akademik teþvik puaný hesaplanýrken her bir faaliyet türünün toplam puan içindeki aðýrlýðý en fazla ne kadar olabilir?;"Yönetmelik uyarýnca akademik teþvik toplam puaný hesaplanýrken her bir akademik faaliyet türünün (proje, yayýn, atýf vb.) aðýrlýðý toplam puanýn %30'unu geçemez; yani bir faaliyet alanýndan ne kadar çok puan toplanýrsa toplansýn, o alanýn toplam teþvik puanýna katkýsý 30 puan ile sýnýrlandýrýlmýþtýr; bu kural öðretim elemanlarýnýn farklý akademik alanlarda faaliyet göstermesini teþvik etmek amacýyla getirilmiþtir; toplam akademik teþvik puaný ise hiçbir þekilde 100 puaný aþamaz; hesaplamalar sýrasýnda bu sýnýrlar sistem tarafýndan otomatik olarak kontrol edilir veya komisyonlarca manuel olarak düzeltilir; örneðin sadece yayýndan 50 puan alan bir hocanýn bu alandaki puaný 30 olarak iþlenir.";[Yönetmelik];Madde 1(1) / Madde 8(3);aðýrlýk|yüzde otuz|üst sýnýr|puanlama;hard
41;Teþvik kapsamýndaki 'sergi' faaliyetlerinde tekrarlayan etkinlikler için puanlama nasýl düzenlenmiþtir?;"Ayný yýl içerisinde tekrar eden sergi, konser, festival ve gösteri gibi etkinliklerin puanlanmasýnda en fazla iki tekrar dikkate alýnýr; ilk etkinlik tam puan üzerinden deðerlendirilirken; ikinci tekrar etkinlik için mevcut faaliyet puanýnýn %50'si (yarýsý) uygulanýr; ikiden fazla tekrar eden ayný içerikli etkinlikler için herhangi bir ek puan verilmez; serginin uluslararasý veya ulusal olmasý bu kuralýn uygulanmasýný deðiþtirmez; deðerlendirmede her iki etkinliðin de 2025 yýlý içerisinde gerçekleþmiþ olmasý ve belgelendirilmesi þarttýr; bu kural sanatsal faaliyetlerin çeþitliliðini artýrmak amacýyla uygulanmaktadýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(6) / Madde 32;sergi|tekrarlayan etkinlik|puanlama|kýsýtlama;med
42;Dergilerde yayýmlanan 'editöre mektup' ve 'vaka takdimi' gibi kýsa makalelerin puanlanma þartý nedir?;"SCI, SCI-Expanded, SSCI ve AHCI kapsamýndaki dergilerde yayýmlanan editöre mektup, yorum, vaka takdimi, teknik not, araþtýrma notu ve kitap eleþtirileri müstakil yayýmlanmýþ olma þartýyla puanlanýr; bu tür kýsa makaleler için tam araþtýrma makalesine verilen puanýn yarýsý (30 puan üzerinden hesaplanan oranýn yarýsý) uygulanýr; alan indeksleri kapsamýndaki dergilerde de benzer bir oranlama söz konusudur; bu yayýnlarýn mutlaka derginin ilgili sayýsýnda yer almasý ve künyesinin açýkça sunulmasý gerekir; özet metinler veya henüz yayýmlanmamýþ kabul yazýlarý bu kapsamda deðerlendirilmez; katsayýlar uygulanýrken makalenin türü FUATS sisteminde doðru seçilmelidir.";[Yönetmelik];Madde 8(6) / Tablo 4;kýsa makale|vaka takdimi|puanlama|dergi;hard
43;Birim akademik teþvik baþvuru ve inceleme komisyonu üyeleri hangi kriterlere göre ve kim tarafýndan seçilir?;"Birim komisyonu üyeleri ilgili bölüm, anabilim dalý veya anasanat dalý yönetim kurulu tarafýndan seçilir; komisyonda görev alacak kiþilerin yüksek akademik teþvik puanýna sahip öðretim elemanlarý arasýndan seçilmesi esastýr; komisyon en az üç üyeden oluþur ve baþkanlýðýný ilgili bölüm veya anabilim dalý baþkaný yürütür; birimde yeterli öðretim elemaný bulunmamasý durumunda yakýn alanlardaki öðretim elemanlarýndan görevlendirme yapýlabilir; üyeler iki yýl süreyle görev yapar ve süresi bitenler tekrar seçilebilir; komisyonun tarafsýzlýðý ve akademik yetkinliði deðerlendirme sürecinin saðlýðý için kritik öneme sahiptir.";[Yönetmelik];Madde 5(1);komisyon üyeleri|seçim|birim komisyonu|yönetim kurulu;med
44;Akademik teþvik baþvurusu sýrasýnda sunulmasý gereken 'YÖKSÝS Çýktýsý' ile ilgili temel kural nedir?;"Baþvuru yapacak öðretim elemanlarý öncelikle tüm akademik faaliyetlerini YÖKSÝS veri tabanýna girmeli ve buradan aldýklarý sistem çýktýsýný baþvurularýna eklemelidir; YÖKSÝS çýktýsýnda yer almayan hiçbir faaliyet akademik teþvik puanlamasýna dahil edilemez; çýktýnýn her bir sayfasýnýn araþtýrmacý tarafýndan ýslak imzalý olarak sunulmasý zorunludur; ayrýca kurum deðiþikliði yapan personelin YÖKSÝS çýktýsýnda her bir faaliyetin hangi kurumda gerçekleþtirildiði açýkça görülmelidir; FUATS sistemi ile YÖKSÝS verilerinin uyumlu olmasý deðerlendirme komisyonlarýnýn ilk kontrol ettiði husustur; imzalý çýktýlarýn birimlere teslimi baþvuru sürecinin son adýmýdýr.";[Baþvuru Rehberi] | [Yönetmelik];Madde 8 / Madde 6(1);yöksis|imza|çýktý|baþvuru;easy
45;Vakýf üniversitelerinden devlet üniversitelerine geçen öðretim elemanlarýnýn teþvik baþvurusu kýsýtlamasý nedir?;"Vakýf yükseköðretim kurumlarýndan veya diðer kurumlardan devlet üniversitelerine geçen öðretim elemanlarý için sadece devlet üniversitelerinde görev yaptýklarý süre içerisinde gerçekleþtirdikleri faaliyetler esas alýnýr; vakýf üniversitesi kadrosundayken üretilen yayýnlar, projeler veya alýnan ödüller akademik teþvik puanlamasýna dahil edilemez; araþtýrmacýnýn devlet memuru statüsünde ve devlet yükseköðretim kurumu bünyesinde geçirdiði süreler teþvik için geçerli kabul edilir; bu durum atýf puanlamasý için de geçerlidir; sadece devlet kurumlarýndayken üretilen eserlere yapýlan atýflar puanlanýr; baþvuru sýrasýnda hizmet dökümü ve kurum deðiþikliði belgeleri bu durumu kanýtlamak için sunulmalýdýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 6(7) / Madde 7;vakýf üniversitesi|geçiþ|kýsýtlama|devlet üniversitesi;hard
46;Akademik teþvik ödemelerinin kesilmesine veya geri alýnmasýna neden olan durumlar nelerdir?;"Öðretim elemanlarýna akademik teþvik ödemesi aylýk ödendiði sürece yapýlýr; aylýðý kesilenlerin teþvik ödemesi de kesilir; ayrýca ödeme yapýldýktan sonra sunulan faaliyetlerin gerçeðe aykýrý olduðu veya yönetmelik kapsamýna girmediði tespit edilirse yapýlan tüm ödemeler kanuni faiziyle birlikte geri alýnýr; yanlýþ veya yanýltýcý bildirimde bulunanlar hakkýnda idari ve cezai inceleme baþlatýlýr; komisyonlarýn bu konudaki tespitleri rektörlüðe bildirilir ve genel hükümler çerçevesinde iþlem yapýlýr; araþtýrmacýlarýn beyan ettikleri bilgilerin doðruluðundan þahsen sorumlu olduklarý yönetmelikte açýkça belirtilmiþtir.";[Yönetmelik];Madde 10(2) ve 10(5);ödeme kesilmesi|geri alma|yanlýþ beyan|faiz;med
47;Teblið faaliyetlerinde 'tam metin' zorunluluðu ve özet metinlerin durumu nedir?;"Akademik teþvik puanlamasýnda tebliðlerin deðerlendirilebilmesi için mutlaka tam metin olarak yayýmlanmýþ olmasý ve etkinlik kitapçýðýnda (basýlý veya elektronik) yer almasý þarttýr; sadece özet metin (abstract) olarak yayýmlanan bildiriler kesinlikle kapsam dýþý býrakýlmýþtýr; araþtýrmacýlarýn FUATS sistemine bildiri tam metnini ve kitabýn künyesini yüklemeleri zorunludur; tam metni yayýmlanmayan ancak sözlü sunulan bildiriler teþvik için yeterli deðildir; bu kural bilimsel derinliðin ve paylaþýmýn tam olarak gerçekleþtiðini teyit etmek amacýyla uygulanýr; çevrimiçi sunumlarda da tam metin þartý ayný þekilde aranmaktadýr.";[Baþvuru Rehberi] | [Yönetmelik];Madde 41 / Madde 7(9);teblið|tam metin|özet metin|kapsam dýþý;easy
48;Uluslararasý patentler için puanlama kriteri olarak belirlenen 'patentlenebilirlik kriterleri' nelerdir?;"Uluslararasý patentlerin (PCT veya Avrupa Patenti) teþvik kapsamýnda deðerlendirilebilmesi için; uluslararasý araþtýrma raporunun yazýlý görüþ kýsmýnda veya ön inceleme raporunda en az bir istemin yenilik, buluþ basamaðý ve sanayiye uygulanabilirlik kriterlerini saðladýðýnýn belirtilmesi þarttýr; bu kriterlerden herhangi birini saðlamayan patent baþvurularý uluslararasý patent kategorisinde puanlanamaz; tescil belgesi veya bu kriterleri saðladýðýný gösteren resmi rapor FUATS'a yüklenmelidir; tescil tarihi 2025 yýlý olmalýdýr; uluslararasý patentler 30 tam puan üzerinden k x 100 oranýyla hesaplanýr; bu faaliyet türü araþtýrmanýn teknolojiye dönüþümünü ödüllendirmeyi amaçlar.";[Yönetmelik] | [Baþvuru Rehberi];Madde 3(ö) / Madde 33;patent|patentlenebilirlik|yenilik|buluþ basamaðý;hard
49;Üst Komisyon (Akademik Teþvik Düzenleme, Denetleme ve Ýtiraz Komisyonu) kaç üyeden oluþur ve görev süresi nedir?;"Üst komisyon baþkan dahil en az beþ üyeden oluþur; komisyon baþkaný rektör tarafýndan görevlendirilen bir rektör yardýmcýsýdýr; diðer üyeler her bir doçentlik temel alanýndan en az bir kiþi olmak üzere senato tarafýndan iki yýl süreyle seçilir; süresi biten üyeler yeniden seçilebilir; komisyon toplantýlarýný üye tamsayýsýnýn salt çoðunluðu ile gerçekleþtirir; kararlar katýlanlarýn salt çoðunluðu ile alýnýr; oylarýn eþitliði halinde baþkanýn oyu yönünde karar verilir; komisyon üyeleri çekimser oy kullanamazlar; komisyon tüm üniversitedeki teþvik sürecinin yürütülmesinden ve nihai kararlarýn verilmesinden sorumludur.";[Yönetmelik];Madde 4(1) ve 4(2);üst komisyon|üye sayýsý|görev süresi|karar yeter sayýsý;med
50;Projelerin akademik teþvik kapsamýnda deðerlendirilebilmesi için 'sonuçlanma' durumu ile ilgili þart nedir?;"Proje faaliyetlerinin puanlanabilmesi için projenin mutlaka baþarý ile sonuçlandýrýlmýþ ve sonuç raporunun ilgili destekleyici kurum (TÜBÝTAK, AB vb.) tarafýndan onaylanmýþ olmasý zorunludur; devam eden projeler için ara raporlar üzerinden puanlama yapýlamaz; deðerlendirmede projenin sonuçlandýðý tarih esas alýnýr ve bu tarihin 2025 yýlý içerisinde olmasý gerekir; baþvuru sýrasýnda FUATS sistemine projenin kapatýldýðýný veya sonuçlandýðýný gösteren onaylý resmi belge yüklenmelidir; sonuçlanmayan veya baþarýsýz bulunan projeler hiçbir þekilde teþvik puanlamasýna dahil edilmez; projenin sonuç raporunun kabul edilmiþ olmasý bilimsel baþarýnýn kanýtý sayýlýr.";[Yönetmelik] | [Baþvuru Rehberi];Madde 7(2) / Madde 10;proje|sonuç raporu|onay|sonuçlanma;easy
